scenario,policy,model_seed,total_cost,immediate_cost,penalty,energy_use,latency_ms,transmitted_mbit,thermal_violation,energy_violation,queue_violation,contact_violation,planning_time_ms,maximum_heat,minimum_energy,threshold_free_episode,onboard_fraction,ground_fraction,hybrid_fraction
energy_limited,centered_full_action_dqn_exact,816,116.16721045061945,28.13363580480218,88.03357474416495,1.4647268778178841,15744.704508781433,762.6819478660822,0.0,38.05,0.0,0.9,0.0,0.19314824417233467,0.0,0.0,0.0,0.215625,0.784375
energy_limited,centered_full_action_dqn_exact,817,119.00407302401959,28.3408234462142,90.66324939638376,1.4782484023831786,16081.797964572906,861.6605203583837,0.0,39.15,0.0,1.25,0.0,0.19202126935124397,0.0,0.0,0.0015625,0.27421875,0.72421875
energy_limited,centered_full_action_dqn_exact,818,118.10635648079217,28.018018333241343,90.0883382216841,1.4763818237464874,16006.270960044862,894.7226043723524,0.0,38.75,0.0,1.1,0.0,0.1922142758965492,0.0,0.0,0.00078125,0.303125,0.69609375
energy_limited,centered_full_action_dqn_exact,819,120.28934960663318,29.52653394583613,90.76281574442983,1.489129572873935,16271.33674736023,641.059306114912,0.0,38.7,0.0,0.8,0.0,0.19255851060152054,0.0,0.0,0.0,0.13515625,0.86484375
energy_limited,centered_full_action_dqn_preview_0p85,800,118.91710619807243,27.811608854681253,91.10549738436939,1.4742340352386236,15782.293407535553,878.9997979670763,0.0,38.85,0.0,1.3,0.0,0.19240895733237268,0.0,0.0,0.0,0.27109375,0.72890625
energy_limited,centered_full_action_dqn_preview_0p85,801,119.97581791914999,29.34738887138665,90.62842909097671,1.495006722724065,16319.497954940796,687.6963752269745,0.0,38.5,0.0,1.1,0.0,0.19363974407315254,0.0,0.0,0.0,0.1578125,0.8421875
energy_limited,centered_full_action_dqn_preview_0p85,802,120.44872185386717,28.939520913362504,91.50920091256499,1.4883994178380817,16330.877807712555,800.8142981439829,0.0,39.15,0.0,1.1,0.0,0.1911793015897274,0.0,0.0,0.0,0.246875,0.753125
energy_limited,centered_full_action_dqn_preview_0p85,803,117.58956944227218,28.100658795237543,89.48891063660383,1.4649488214869053,15707.247933769226,747.9393974900246,0.0,38.35,0.0,0.65,0.0,0.19376712292432785,0.0,0.0,0.0,0.2109375,0.7890625
energy_limited,centered_full_action_dqn_preview_0p85,804,120.5755680357665,28.9167536213994,91.65881433427333,1.4799265836831181,16054.067932510376,684.6530685454607,0.0,38.8,0.0,1.15,0.0,0.19290023520588875,0.0,0.0,0.0015625,0.16953125,0.82890625
energy_limited,centered_full_action_dqn_preview_0p85,805,117.72386878818274,28.22842591702938,89.49544273555279,1.5081945036072284,16492.262471199036,1065.4112355403602,0.0,38.05,0.0,1.8,0.0,0.1920203983783722,0.0,0.0,0.0078125,0.3796875,0.6125
energy_limited,centered_full_action_dqn_preview_0p85,806,117.82169338054955,28.34037814103067,89.48131527453661,1.477818379784003,16016.497637176513,870.8603867322206,0.0,38.3,0.0,1.3,0.0,0.19321633353829384,0.0,0.0,0.0,0.2703125,0.7296875
