planner_horizon,trace_seed,total_cost,planning_ms_per_decision
2,3306000,108.06802756051586,0.4917046808259329
4,3306000,104.23767276179403,4.805698443306028
6,3306000,103.0906575024128,42.94730311630701
1,3306001,95.80056135149884,0.12829843399231322
2,3306001,95.45938005393168,0.5030468764744
4,3306001,95.45938005393168,4.788321875821566
6,3306001,91.01703307620244,42.0903625072242
1,3306002,104.6989160365586,0.1218796860484872
2,3306002,96.55386875201685,0.4993156235286733
4,3306002,95.48245377242566,4.754889056130196
6,3306002,95.59166854788286,41.908707811671775
1,3306003,86.3795044994815,0.12561874609673396
2,3306003,72.3234875202179,0.48715468801674433
4,3306003,68.72040748596191,4.756720312798279
6,3306003,64.97003456950188,41.94701249798527
1,3306004,98.15797848001668,0.126362499941024
2,3306004,93.65890719267459,0.5106203152536182
4,3306004,92.58591219782829,4.786306257301476
6,3306004,90.58427531166299,42.00740781197965
1,3306005,111.71728021196088,0.14291093793872278
2,3306005,100.2291095713357,0.5124453164171427
4,3306005,96.26373504003695,4.766532809298951
6,3306005,95.85103569738095,42.15580312666134
1,3306006,108.86283075862255,0.12090155905752908
2,3306006,104.01966811323888,0.5016406230424764
4,3306006,102.06728414082617,4.8273624961439054
6,3306006,99.92743356504927,42.503415626924834
1,3306007,132.73416084825755,0.12476875053835101
2,3306007,108.26196876893349,0.49333437345921993
4,3306007,107.1100429577579,4.825589063329971
6,3306007,105.28499205499449,42.3966703183396
1,3306008,99.96481317636061,0.13113124441588297
2,3306008,89.01298654335504,0.4874734386248747
4,3306008,88.76033855974674,4.826260928894044
6,3306008,88.6868858486414,42.05289531273593
1,3306009,100.47814313385517,0.12249062638147734
2,3306009,96.96007417617716,0.49317499906464946
4,3306009,95.0473483002337,4.753448427436524
6,3306009,90.63002950698137,41.93108594699879
1,3306010,98.930595861849,0.12714063086605165
2,3306010,98.64722442960678,0.49099375428340863
4,3306010,101.07758768066724,4.74152968308772
6,3306010,97.59719796478748,42.34829843881016
1,3306011,77.09665031206863,0.12461093501769938
2,3306011,72.44837437868118,0.4817609369638376
4,3306011,72.45322214365005,4.71418437336979
6,3306011,72.45322214365005,42.17075155975181
1,3306012,82.31181564321493,0.12431093637133017
2,3306012,79.51688054514577,0.5002781235816656
4,3306012,79.17431648820639,4.803767187695485
6,3306012,77.72414185851812,42.33253905113088
1,3306013,97.51051854775967,0.12989374772587325
2,3306013,89.62520948030371,0.5073281245131511
4,3306013,85.1403566673398,4.782767182405223
6,3306013,83.03894624859095,42.17727812465455
1,3306014,112.48656879994803,0.12882812370662577
2,3306014,109.971688759481,0.47946563245204743
4,3306014,108.29100184950521,4.801632812814205
6,3306014,106.42276880758111,43.064839072030736
1,3306015,94.9890142426714,0.1380437515763333
2,3306015,89.93278256355096,0.5146078092366224
4,3306015,89.93278256355096,5.02043436972599
6,3306015,92.32417844043748,42.77195468603168
1,3306016,90.89181246494577,0.12697812235273886
2,3306016,85.81482937335969,0.4873406269325642
4,3306016,85.08742814660073,4.835262492633774
6,3306016,84.0020442545414,42.48836718579696
1,3306017,87.4837716232663,0.1265296868950827
2,3306017,85.30445689707994,0.4940859307680512
4,3306017,85.30445689707994,4.982478138117585
6,3306017,84.77628279477358,42.75609843352868
1,3306018,94.33283360438554,0.12430937204044312
2,3306018,90.53578589151965,0.5024093807151075
4,3306018,90.26858708400057,4.808501560546574
6,3306018,85.97885324209929,42.11025624681497
1,3306019,99.75918207107063,0.13066250721749384
2,3306019,89.02789243233465,0.5021624983783113
4,3306019,87.82973704636098,4.795182800080511
6,3306019,86.69812528192998,42.11545468933764
1,3307000,95.40924023844465,0.12388906179694459
2,3307000,89.67092313112761,0.4965921907569282
